"Date & time", "Julian day (day)", "Solar hour (h)", "Amb. Temp. (ºC)", "DNI (kW/m²)", "Omega (º)", "Delta (º)", "D1", "D2", "Angle of incidence (º)", "Angle of incidence modifier", "Thermal losses (kW)", "PTC thermal power (kW)", "Row thermal power (MW)", "Row raw energy (MWh)", "Row useful energy (MWh)", "Sum row useful energy (MWh)", "Row net power (MW)", "Solar field net power (MW)", "Thermal storage (MWh)", "Turbine electric power (MW)"
"2021-01-01 00:00:00", "1", "0", "7.440 ", "0", "180", "-22.913 ", "0", "0", "0", "1", "53.348 ", "-53.348 ", "-0.213 ", "-0.018 ", "0", "-0.325 ", "-2.561 ", "-32.009 ", "0", "0"
"2021-01-01 01:00:00", "1", "1", "7.210 ", "0", "165", "-22.913 ", "0", "0", "13.792 ", "0.987 ", "53.423 ", "-53.423 ", "-0.214 ", "-0.214 ", "0", "-0.325 ", "-0.214 ", "-32.054 ", "0", "0"
"2021-01-01 02:00:00", "1", "2", "6.980 ", "0", "150", "-22.913 ", "0", "0", "27.422 ", "0.960 ", "53.498 ", "-53.498 ", "-0.214 ", "-0.214 ", "0", "-0.325 ", "-0.214 ", "-32.099 ", "0", "0"
"2021-01-01 03:00:00", "1", "3", "6.750 ", "0", "135", "-22.913 ", "0", "0", "40.641 ", "0.910 ", "53.573 ", "-53.573 ", "-0.214 ", "-0.214 ", "0", "-0.325 ", "-0.214 ", "-32.144 ", "0", "0"
"2021-01-01 04:00:00", "1", "4", "6.510 ", "0", "120", "-22.913 ", "0", "0", "52.910 ", "0.821 ", "53.652 ", "-53.652 ", "-0.215 ", "-0.215 ", "0", "-0.325 ", "-0.215 ", "-32.191 ", "0", "0"
"2021-01-01 05:00:00", "1", "5", "6.280 ", "0", "105", "-22.913 ", "0", "0", "62.837 ", "0.680 ", "53.728 ", "-53.728 ", "-0.215 ", "-0.215 ", "0", "-0.325 ", "-0.215 ", "-32.237 ", "0", "0"
"2021-01-01 06:00:00", "1", "6", "6.050 ", "0", "90", "-22.913 ", "0", "0", "67.087 ", "0.579 ", "53.803 ", "-53.803 ", "-0.215 ", "-0.215 ", "0", "-0.325 ", "-0.215 ", "-32.282 ", "0", "0"
"2021-01-01 07:00:00", "1", "7", "5.810 ", "0", "75", "-22.913 ", "0", "0", "62.837 ", "0.680 ", "53.882 ", "-53.882 ", "-0.216 ", "-0.216 ", "0", "-0.325 ", "-0.216 ", "-32.329 ", "0", "0"
"2021-01-01 08:00:00", "1", "8", "9.190 ", "0.487 ", "60", "-22.913 ", "0", "0", "52.910 ", "0.821 ", "52.780 ", "92.371 ", "0.369 ", "0.369 ", "0.351 ", "0.044 ", "0.369 ", "55.423 ", "0", "17.602 "
"2021-01-01 09:00:00", "1", "9", "10.940 ", "0.737 ", "45", "-22.913 ", "0", "0", "40.641 ", "0.910 ", "52.218 ", "254 ", "1.017 ", "1.017 ", "0.966 ", "1.061 ", "1.017 ", "153 ", "12.557 ", "50.000 "
"2021-01-01 10:00:00", "1", "10", "12.690 ", "0.832 ", "30", "-22.913 ", "0", "0", "27.422 ", "0.960 ", "51.663 ", "375 ", "1.501 ", "1.501 ", "1.426 ", "2.562 ", "1.501 ", "225 ", "97.745 ", "50.000 "
"2021-01-01 11:00:00", "1", "11", "14.440 ", "0.894 ", "15", "-22.913 ", "0", "0", "13.792 ", "0.987 ", "51.113 ", "465 ", "1.860 ", "1.860 ", "1.767 ", "4.422 ", "1.860 ", "279 ", "237 ", "50.000 "
"2021-01-01 12:00:00", "1", "12", "14.750 ", "0.909 ", "0", "-22.913 ", "0", "0", "0", "1", "51.016 ", "497 ", "1.986 ", "1.986 ", "1.887 ", "6.408 ", "1.986 ", "298 ", "395 ", "50.000 "
"2021-01-01 13:00:00", "1", "13", "15.060 ", "0.864 ", "-15", "-22.913 ", "0", "0", "13.792 ", "0.987 ", "50.919 ", "448 ", "1.791 ", "1.791 ", "1.702 ", "8.200 ", "1.791 ", "269 ", "524 ", "50.000 "
"2021-01-01 14:00:00", "1", "14", "15.370 ", "0.598 ", "-30", "-22.913 ", "0", "0", "27.422 ", "0.960 ", "50.823 ", "256 ", "1.024 ", "1.024 ", "0.973 ", "9.224 ", "1.024 ", "154 ", "537 ", "50.000 "
"2021-01-01 15:00:00", "1", "15", "14.240 ", "0.566 ", "-45", "-22.913 ", "0", "0", "40.641 ", "0.910 ", "51.175 ", "184 ", "0.736 ", "0.736 ", "0.699 ", "9.960 ", "0.736 ", "110 ", "508 ", "50.000 "
"2021-01-01 16:00:00", "1", "16", "13.100 ", "0.208 ", "-60", "-22.913 ", "0", "0", "52.910 ", "0.821 ", "51.533 ", "10.564 ", "0.042 ", "0.042 ", "0.040 ", "10.002 ", "0.042 ", "6.339 ", "374 ", "50.000 "
"2021-01-01 17:00:00", "1", "17", "11.960 ", "0", "-75", "-22.913 ", "0", "0", "62.837 ", "0.680 ", "51.894 ", "-51.894 ", "-0.208 ", "-0.208 ", "0", "9.795 ", "-0.208 ", "-31.136 ", "234 ", "50.000 "
"2021-01-01 18:00:00", "1", "18", "11.860 ", "0", "-90", "-22.913 ", "0", "0", "67.087 ", "0.579 ", "51.926 ", "-51.926 ", "-0.208 ", "-0.208 ", "0", "9.587 ", "-0.208 ", "-31.155 ", "94.113 ", "50.000 "
"2021-01-01 19:00:00", "1", "19", "11.760 ", "0", "-105", "-22.913 ", "0", "0", "62.837 ", "0.680 ", "51.957 ", "-51.957 ", "-0.208 ", "-0.208 ", "0", "9.379 ", "-0.208 ", "-31.174 ", "0", "32.681 "
"2021-01-01 20:00:00", "1", "20", "11.670 ", "0", "-120", "-22.913 ", "0", "0", "52.910 ", "0.821 ", "51.986 ", "-51.986 ", "-0.208 ", "-0.208 ", "0", "9.171 ", "-0.208 ", "-31.192 ", "0", "0"
"2021-01-01 21:00:00", "1", "21", "11.920 ", "0", "-135", "-22.913 ", "0", "0", "40.641 ", "0.910 ", "51.906 ", "-51.906 ", "-0.208 ", "-0.208 ", "0", "8.963 ", "-0.208 ", "-31.144 ", "0", "0"
"2021-01-01 22:00:00", "1", "22", "12.170 ", "0", "-150", "-22.913 ", "0", "0", "27.422 ", "0.960 ", "51.827 ", "-51.827 ", "-0.207 ", "-0.207 ", "0", "8.756 ", "-0.207 ", "-31.096 ", "0", "0"
"2021-01-01 23:00:00", "1", "23", "12.420 ", "0", "-165", "-22.913 ", "0", "0", "13.792 ", "0.987 ", "51.748 ", "-51.748 ", "-0.207 ", "-0.207 ", "0", "8.549 ", "-0.207 ", "-31.049 ", "0", "0"
"2021-01-02 00:00:00", "2", "0", "12.510 ", "0", "180", "-22.825 ", "0", "0", "0", "1", "51.720 ", "-51.720 ", "-0.207 ", "-0.207 ", "0", "-0.325 ", "-0.207 ", "-31.032 ", "0", "0"
"2021-01-02 01:00:00", "2", "1", "12.610 ", "0", "165", "-22.825 ", "0", "0", "13.801 ", "0.987 ", "51.688 ", "-51.688 ", "-0.207 ", "-0.207 ", "0", "-0.325 ", "-0.207 ", "-31.013 ", "0", "0"
"2021-01-02 02:00:00", "2", "2", "12.700 ", "0", "150", "-22.825 ", "0", "0", "27.442 ", "0.959 ", "51.660 ", "-51.660 ", "-0.207 ", "-0.207 ", "0", "-0.325 ", "-0.207 ", "-30.996 ", "0", "0"
"2021-01-02 03:00:00", "2", "3", "12.790 ", "0", "135", "-22.825 ", "0", "0", "40.673 ", "0.909 ", "51.631 ", "-51.631 ", "-0.207 ", "-0.207 ", "0", "-0.325 ", "-0.207 ", "-30.979 ", "0", "0"
"2021-01-02 04:00:00", "2", "4", "12.870 ", "0", "120", "-22.825 ", "0", "0", "52.960 ", "0.821 ", "51.606 ", "-51.606 ", "-0.206 ", "-0.206 ", "0", "-0.325 ", "-0.206 ", "-30.964 ", "0", "0"
"2021-01-02 05:00:00", "2", "5", "12.960 ", "0", "105", "-22.825 ", "0", "0", "62.909 ", "0.679 ", "51.577 ", "-51.577 ", "-0.206 ", "-0.206 ", "0", "-0.325 ", "-0.206 ", "-30.946 ", "0", "0"
"2021-01-02 06:00:00", "2", "6", "13.130 ", "0", "90", "-22.825 ", "0", "0", "67.175 ", "0.576 ", "51.524 ", "-51.524 ", "-0.206 ", "-0.206 ", "0", "-0.325 ", "-0.206 ", "-30.914 ", "0", "0"
"2021-01-02 07:00:00", "2", "7", "13.310 ", "0", "75", "-22.825 ", "0", "0", "62.909 ", "0.679 ", "51.467 ", "-51.467 ", "-0.206 ", "-0.206 ", "0", "-0.325 ", "-0.206 ", "-30.880 ", "0", "0"
"2021-01-02 08:00:00", "2", "8", "13.480 ", "0.089 ", "60", "-22.825 ", "0", "0", "52.960 ", "0.821 ", "51.414 ", "-24.810 ", "-0.099 ", "-0.099 ", "0", "-0.325 ", "-0.099 ", "-14.886 ", "0", "0"
"2021-01-02 09:00:00", "2", "9", "13.650 ", "0.007 ", "45", "-22.825 ", "0", "0", "40.673 ", "0.909 ", "51.360 ", "-48.360 ", "-0.193 ", "-0.193 ", "0", "-0.325 ", "-0.193 ", "-29.016 ", "0", "0"
"2021-01-02 10:00:00", "2", "10", "13.830 ", "0", "30", "-22.825 ", "0", "0", "27.442 ", "0.959 ", "51.304 ", "-51.304 ", "-0.205 ", "-0.205 ", "0", "-0.325 ", "-0.205 ", "-30.782 ", "0", "0"
"2021-01-02 11:00:00", "2", "11", "14", "0", "15", "-22.825 ", "0", "0", "13.801 ", "0.987 ", "51.251 ", "-51.251 ", "-0.205 ", "-0.205 ", "0", "-0.325 ", "-0.205 ", "-30.750 ", "0", "0"
"2021-01-02 12:00:00", "2", "12", "13.860 ", "0", "0", "-22.825 ", "0", "0", "0", "1", "51.294 ", "-51.294 ", "-0.205 ", "-0.205 ", "0", "-0.325 ", "-0.205 ", "-30.777 ", "0", "0"
"2021-01-02 13:00:00", "2", "13", "13.720 ", "0", "-15", "-22.825 ", "0", "0", "13.801 ", "0.987 ", "51.338 ", "-51.338 ", "-0.205 ", "-0.205 ", "0", "-0.325 ", "-0.205 ", "-30.803 ", "0", "0"
"2021-01-02 14:00:00", "2", "14", "13.580 ", "0.039 ", "-30", "-22.825 ", "0", "0", "27.442 ", "0.959 ", "51.382 ", "-31.199 ", "-0.125 ", "-0.125 ", "0", "-0.325 ", "-0.125 ", "-18.719 ", "0", "0"
"2021-01-02 15:00:00", "2", "15", "13.480 ", "0.065 ", "-45", "-22.825 ", "0", "0", "40.673 ", "0.909 ", "51.414 ", "-24.382 ", "-0.098 ", "-0.098 ", "0", "-0.325 ", "-0.098 ", "-14.629 ", "0", "0"
"2021-01-02 16:00:00", "2", "16", "13.370 ", "0.028 ", "-60", "-22.825 ", "0", "0", "52.960 ", "0.821 ", "51.448 ", "-43.036 ", "-0.172 ", "-0.172 ", "0", "-0.325 ", "-0.172 ", "-25.822 ", "0", "0"
"2021-01-02 17:00:00", "2", "17", "13.260 ", "0", "-75", "-22.825 ", "0", "0", "62.909 ", "0.679 ", "51.483 ", "-51.483 ", "-0.206 ", "-0.206 ", "0", "-0.325 ", "-0.206 ", "-30.890 ", "0", "0"
"2021-01-02 18:00:00", "2", "18", "13.240 ", "0", "-90", "-22.825 ", "0", "0", "67.175 ", "0.576 ", "51.489 ", "-51.489 ", "-0.206 ", "-0.206 ", "0", "-0.325 ", "-0.206 ", "-30.894 ", "0", "0"
"2021-01-02 19:00:00", "2", "19", "13.230 ", "0", "-105", "-22.825 ", "0", "0", "62.909 ", "0.679 ", "51.492 ", "-51.492 ", "-0.206 ", "-0.206 ", "0", "-0.325 ", "-0.206 ", "-30.895 ", "0", "0"
"2021-01-02 20:00:00", "2", "20", "13.220 ", "0", "-120", "-22.825 ", "0", "0", "52.960 ", "0.821 ", "51.496 ", "-51.496 ", "-0.206 ", "-0.206 ", "0", "-0.325 ", "-0.206 ", "-30.897 ", "0", "0"
"2021-01-02 21:00:00", "2", "21", "13.440 ", "0", "-135", "-22.825 ", "0", "0", "40.673 ", "0.909 ", "51.426 ", "-51.426 ", "-0.206 ", "-0.206 ", "0", "-0.325 ", "-0.206 ", "-30.856 ", "0", "0"
"2021-01-02 22:00:00", "2", "22", "13.670 ", "0", "-150", "-22.825 ", "0", "0", "27.442 ", "0.959 ", "51.354 ", "-51.354 ", "-0.205 ", "-0.205 ", "0", "-0.325 ", "-0.205 ", "-30.812 ", "0", "0"
"2021-01-02 23:00:00", "2", "23", "13.900 ", "0", "-165", "-22.825 ", "0", "0", "13.801 ", "0.987 ", "51.282 ", "-51.282 ", "-0.205 ", "-0.205 ", "0", "-0.325 ", "-0.205 ", "-30.769 ", "0", "0"
"2021-01-03 00:00:00", "3", "0", "14.180 ", "0", "180", "-22.730 ", "0", "0", "0", "1", "51.194 ", "-51.194 ", "-0.205 ", "-0.205 ", "0", "-0.325 ", "-0.205 ", "-30.716 ", "0", "0"
"2021-01-03 01:00:00", "3", "1", "14.460 ", "0", "165", "-22.730 ", "0", "0", "13.811 ", "0.987 ", "51.107 ", "-51.107 ", "-0.204 ", "-0.204 ", "0", "-0.325 ", "-0.204 ", "-30.664 ", "0", "0"
"2021-01-03 02:00:00", "3", "2", "14.740 ", "0", "150", "-22.730 ", "0", "0", "27.462 ", "0.959 ", "51.019 ", "-51.019 ", "-0.204 ", "-0.204 ", "0", "-0.325 ", "-0.204 ", "-30.611 ", "0", "0"
"2021-01-03 03:00:00", "3", "3", "14.860 ", "0", "135", "-22.730 ", "0", "0", "40.707 ", "0.909 ", "50.982 ", "-50.982 ", "-0.204 ", "-0.204 ", "0", "-0.325 ", "-0.204 ", "-30.589 ", "0", "0"
"2021-01-03 04:00:00", "3", "4", "14.990 ", "0", "120", "-22.730 ", "0", "0", "53.012 ", "0.820 ", "50.941 ", "-50.941 ", "-0.204 ", "-0.204 ", "0", "-0.325 ", "-0.204 ", "-30.565 ", "0", "0"
"2021-01-03 05:00:00", "3", "5", "15.110 ", "0", "105", "-22.730 ", "0", "0", "62.988 ", "0.677 ", "50.904 ", "-50.904 ", "-0.204 ", "-0.204 ", "0", "-0.325 ", "-0.204 ", "-30.542 ", "0", "0"
"2021-01-03 06:00:00", "3", "6", "15.350 ", "0", "90", "-22.730 ", "0", "0", "67.270 ", "0.574 ", "50.829 ", "-50.829 ", "-0.203 ", "-0.203 ", "0", "-0.325 ", "-0.203 ", "-30.498 ", "0", "0"
"2021-01-03 07:00:00", "3", "7", "15.600 ", "0", "75", "-22.730 ", "0", "0", "62.988 ", "0.677 ", "50.752 ", "-50.752 ", "-0.203 ", "-0.203 ", "0", "-0.325 ", "-0.203 ", "-30.451 ", "0", "0"
"2021-01-03 08:00:00", "3", "8", "15.840 ", "0.463 ", "60", "-22.730 ", "0", "0", "53.012 ", "0.820 ", "50.677 ", "87.026 ", "0.348 ", "0.348 ", "0.331 ", "0.023 ", "0.348 ", "52.215 ", "0", "16.407 "
"2021-01-03 09:00:00", "3", "9", "16.010 ", "0.711 ", "45", "-22.730 ", "0", "0", "40.707 ", "0.909 ", "50.625 ", "244 ", "0.978 ", "0.978 ", "0.929 ", "1.001 ", "0.978 ", "147 ", "6.726 ", "50.000 "
"2021-01-03 10:00:00", "3", "10", "16.180 ", "0.847 ", "30", "-22.730 ", "0", "0", "27.462 ", "0.959 ", "50.572 ", "384 ", "1.536 ", "1.536 ", "1.459 ", "2.537 ", "1.536 ", "230 ", "97.159 ", "50.000 "
"2021-01-03 11:00:00", "3", "11", "16.350 ", "0.911 ", "15", "-22.730 ", "0", "0", "13.811 ", "0.987 ", "50.519 ", "476 ", "1.903 ", "1.903 ", "1.808 ", "4.440 ", "1.903 ", "285 ", "243 ", "50.000 "
"2021-01-03 12:00:00", "3", "12", "16.540 ", "0.926 ", "0", "-22.730 ", "0", "0", "0", "1", "50.461 ", "507 ", "2.029 ", "2.029 ", "1.928 ", "6.469 ", "2.029 ", "304 ", "407 ", "50.000 "
"2021-01-03 13:00:00", "3", "13", "16.730 ", "0.897 ", "-15", "-22.730 ", "0", "0", "13.811 ", "0.987 ", "50.402 ", "468 ", "1.871 ", "1.871 ", "1.777 ", "8.340 ", "1.871 ", "281 ", "548 ", "50.000 "
"2021-01-03 14:00:00", "3", "14", "16.910 ", "0.854 ", "-30", "-22.730 ", "0", "0", "27.462 ", "0.959 ", "50.347 ", "388 ", "1.551 ", "1.551 ", "1.473 ", "9.890 ", "1.551 ", "233 ", "640 ", "50.000 "
"2021-01-03 15:00:00", "3", "15", "15.920 ", "0.734 ", "-45", "-22.730 ", "0", "0", "40.707 ", "0.909 ", "50.652 ", "254 ", "1.016 ", "1.016 ", "0.966 ", "10.907 ", "1.016 ", "152 ", "653 ", "50.000 "
"2021-01-03 16:00:00", "3", "16", "14.920 ", "0.507 ", "-60", "-22.730 ", "0", "0", "53.012 ", "0.820 ", "50.963 ", "99.729 ", "0.399 ", "0.399 ", "0.379 ", "11.306 ", "0.399 ", "59.837 ", "573 ", "50.000 "
"2021-01-03 17:00:00", "3", "17", "13.930 ", "0", "-75", "-22.730 ", "0", "0", "62.988 ", "0.677 ", "51.272 ", "-51.272 ", "-0.205 ", "-0.205 ", "0", "11.101 ", "-0.205 ", "-30.763 ", "433 ", "50.000 "
"2021-01-03 18:00:00", "3", "18", "13.360 ", "0", "-90", "-22.730 ", "0", "0", "67.270 ", "0.574 ", "51.451 ", "-51.451 ", "-0.206 ", "-0.206 ", "0", "10.895 ", "-0.206 ", "-30.871 ", "293 ", "50.000 "
"2021-01-03 19:00:00", "3", "19", "12.790 ", "0", "-105", "-22.730 ", "0", "0", "62.988 ", "0.677 ", "51.631 ", "-51.631 ", "-0.207 ", "-0.207 ", "0", "10.688 ", "-0.207 ", "-30.979 ", "153 ", "50.000 "
"2021-01-03 20:00:00", "3", "20", "12.220 ", "0", "-120", "-22.730 ", "0", "0", "53.012 ", "0.820 ", "51.811 ", "-51.811 ", "-0.207 ", "-0.207 ", "0", "10.481 ", "-0.207 ", "-31.087 ", "12.956 ", "50.000 "
"2021-01-03 21:00:00", "3", "21", "12.400 ", "0", "-135", "-22.730 ", "0", "0", "40.707 ", "0.909 ", "51.754 ", "-51.754 ", "-0.207 ", "-0.207 ", "0", "10.274 ", "-0.207 ", "-31.053 ", "12.956 ", "0"
"2021-01-03 22:00:00", "3", "22", "12.580 ", "0", "-150", "-22.730 ", "0", "0", "27.462 ", "0.959 ", "51.697 ", "-51.697 ", "-0.207 ", "-0.207 ", "0", "10.067 ", "-0.207 ", "-31.018 ", "12.956 ", "0"
"2021-01-03 23:00:00", "3", "23", "12.760 ", "0", "-165", "-22.730 ", "0", "0", "13.811 ", "0.987 ", "51.641 ", "-51.641 ", "-0.207 ", "-0.207 ", "0", "9.861 ", "-0.207 ", "-30.984 ", "12.956 ", "0"
"2021-01-04 00:00:00", "4", "0", "12.870 ", "0", "180", "-22.628 ", "0", "0", "0", "1", "51.606 ", "-51.606 ", "-0.206 ", "-0.206 ", "0", "-0.325 ", "-0.206 ", "-30.964 ", "12.956 ", "0"
"2021-01-04 01:00:00", "4", "1", "12.990 ", "0", "165", "-22.628 ", "0", "0", "13.821 ", "0.987 ", "51.568 ", "-51.568 ", "-0.206 ", "-0.206 ", "0", "-0.325 ", "-0.206 ", "-30.941 ", "12.956 ", "0"
"2021-01-04 02:00:00", "4", "2", "13.100 ", "0", "150", "-22.628 ", "0", "0", "27.485 ", "0.959 ", "51.533 ", "-51.533 ", "-0.206 ", "-0.206 ", "0", "-0.325 ", "-0.206 ", "-30.920 ", "12.956 ", "0"
"2021-01-04 03:00:00", "4", "3", "13.390 ", "0", "135", "-22.628 ", "0", "0", "40.743 ", "0.909 ", "51.442 ", "-51.442 ", "-0.206 ", "-0.206 ", "0", "-0.325 ", "-0.206 ", "-30.865 ", "12.956 ", "0"
"2021-01-04 04:00:00", "4", "4", "13.670 ", "0", "120", "-22.628 ", "0", "0", "53.069 ", "0.820 ", "51.354 ", "-51.354 ", "-0.205 ", "-0.205 ", "0", "-0.325 ", "-0.205 ", "-30.812 ", "12.956 ", "0"
"2021-01-04 05:00:00", "4", "5", "13.960 ", "0", "105", "-22.628 ", "0", "0", "63.071 ", "0.676 ", "51.263 ", "-51.263 ", "-0.205 ", "-0.205 ", "0", "-0.325 ", "-0.205 ", "-30.758 ", "12.956 ", "0"
"2021-01-04 06:00:00", "4", "6", "14.410 ", "0", "90", "-22.628 ", "0", "0", "67.372 ", "0.571 ", "51.122 ", "-51.122 ", "-0.204 ", "-0.204 ", "0", "-0.325 ", "-0.204 ", "-30.673 ", "12.956 ", "0"
"2021-01-04 07:00:00", "4", "7", "14.850 ", "0", "75", "-22.628 ", "0", "0", "63.071 ", "0.676 ", "50.985 ", "-50.985 ", "-0.204 ", "-0.204 ", "0", "-0.325 ", "-0.204 ", "-30.591 ", "12.956 ", "0"
"2021-01-04 08:00:00", "4", "8", "15.300 ", "0.081 ", "60", "-22.628 ", "0", "0", "53.069 ", "0.820 ", "50.845 ", "-26.737 ", "-0.107 ", "-0.107 ", "0", "-0.325 ", "-0.107 ", "-16.042 ", "12.956 ", "0"
"2021-01-04 09:00:00", "4", "9", "15.470 ", "0.803 ", "45", "-22.628 ", "0", "0", "40.743 ", "0.909 ", "50.792 ", "283 ", "1.130 ", "1.130 ", "1.074 ", "0.805 ", "1.130 ", "170 ", "42.543 ", "50.000 "
"2021-01-04 10:00:00", "4", "10", "15.650 ", "0.848 ", "30", "-22.628 ", "0", "0", "27.485 ", "0.959 ", "50.736 ", "384 ", "1.537 ", "1.537 ", "1.460 ", "2.342 ", "1.537 ", "231 ", "133 ", "50.000 "
"2021-01-04 11:00:00", "4", "11", "15.820 ", "0.911 ", "15", "-22.628 ", "0", "0", "13.821 ", "0.987 ", "50.683 ", "475 ", "1.902 ", "1.902 ", "1.807 ", "4.244 ", "1.902 ", "285 ", "278 ", "50.000 "
"2021-01-04 12:00:00", "4", "12", "15.750 ", "0.941 ", "0", "-22.628 ", "0", "0", "0", "1", "50.705 ", "516 ", "2.065 ", "2.065 ", "1.962 ", "6.309 ", "2.065 ", "310 ", "448 ", "50.000 "
"2021-01-04 13:00:00", "4", "13", "15.680 ", "0.898 ", "-15", "-22.628 ", "0", "0", "13.821 ", "0.987 ", "50.727 ", "468 ", "1.871 ", "1.871 ", "1.777 ", "8.180 ", "1.871 ", "281 ", "589 ", "50.000 "
"2021-01-04 14:00:00", "4", "14", "15.610 ", "0.455 ", "-30", "-22.628 ", "0", "0", "27.485 ", "0.959 ", "50.748 ", "183 ", "0.731 ", "0.731 ", "0.694 ", "8.911 ", "0.731 ", "110 ", "559 ", "50.000 "
"2021-01-04 15:00:00", "4", "15", "15", "0.189 ", "-45", "-22.628 ", "0", "0", "40.743 ", "0.909 ", "50.938 ", "27.385 ", "0.110 ", "0.110 ", "0.104 ", "9.020 ", "0.110 ", "16.431 ", "435 ", "50.000 "
"2021-01-04 16:00:00", "4", "16", "14.390 ", "0.225 ", "-60", "-22.628 ", "0", "0", "53.069 ", "0.820 ", "51.128 ", "15.715 ", "0.063 ", "0.063 ", "0.060 ", "9.083 ", "0.063 ", "9.429 ", "305 ", "50.000 "
"2021-01-04 17:00:00", "4", "17", "13.780 ", "0", "-75", "-22.628 ", "0", "0", "63.071 ", "0.676 ", "51.320 ", "-51.320 ", "-0.205 ", "-0.205 ", "0", "8.878 ", "-0.205 ", "-30.792 ", "165 ", "50.000 "
"2021-01-04 18:00:00", "4", "18", "13.020 ", "0", "-90", "-22.628 ", "0", "0", "67.372 ", "0.571 ", "51.559 ", "-51.559 ", "-0.206 ", "-0.206 ", "0", "8.671 ", "-0.206 ", "-30.935 ", "24.614 ", "50.000 "
"2021-01-04 19:00:00", "4", "19", "12.260 ", "0", "-105", "-22.628 ", "0", "0", "63.071 ", "0.676 ", "51.799 ", "-51.799 ", "-0.207 ", "-0.207 ", "0", "8.464 ", "-0.207 ", "-31.079 ", "0", "6.831 "
"2021-01-04 20:00:00", "4", "20", "11.510 ", "0", "-120", "-22.628 ", "0", "0", "53.069 ", "0.820 ", "52.037 ", "-52.037 ", "-0.208 ", "-0.208 ", "0", "8.256 ", "-0.208 ", "-31.222 ", "0", "0"
"2021-01-04 21:00:00", "4", "21", "10.650 ", "0", "-135", "-22.628 ", "0", "0", "40.743 ", "0.909 ", "52.311 ", "-52.311 ", "-0.209 ", "-0.209 ", "0", "8.047 ", "-0.209 ", "-31.387 ", "0", "0"
"2021-01-04 22:00:00", "4", "22", "9.800 ", "0", "-150", "-22.628 ", "0", "0", "27.485 ", "0.959 ", "52.584 ", "-52.584 ", "-0.210 ", "-0.210 ", "0", "7.836 ", "-0.210 ", "-31.550 ", "0", "0"
"2021-01-04 23:00:00", "4", "23", "8.950 ", "0", "-165", "-22.628 ", "0", "0", "13.821 ", "0.987 ", "52.858 ", "-52.858 ", "-0.211 ", "-0.211 ", "0", "7.625 ", "-0.211 ", "-31.715 ", "0", "0"
"2021-01-05 00:00:00", "5", "0", "8.590 ", "0", "180", "-22.520 ", "0", "0", "0", "1", "52.974 ", "-52.974 ", "-0.212 ", "-0.212 ", "0", "-0.325 ", "-0.212 ", "-31.784 ", "0", "0"
"2021-01-05 01:00:00", "5", "1", "8.240 ", "0", "165", "-22.520 ", "0", "0", "13.832 ", "0.987 ", "53.088 ", "-53.088 ", "-0.212 ", "-0.212 ", "0", "-0.325 ", "-0.212 ", "-31.853 ", "0", "0"
"2021-01-05 02:00:00", "5", "2", "7.880 ", "0", "150", "-22.520 ", "0", "0", "27.508 ", "0.959 ", "53.205 ", "-53.205 ", "-0.213 ", "-0.213 ", "0", "-0.325 ", "-0.213 ", "-31.923 ", "0", "0"
"2021-01-05 03:00:00", "5", "3", "7.220 ", "0", "135", "-22.520 ", "0", "0", "40.782 ", "0.909 ", "53.420 ", "-53.420 ", "-0.214 ", "-0.214 ", "0", "-0.325 ", "-0.214 ", "-32.052 ", "0", "0"
"2021-01-05 04:00:00", "5", "4", "6.570 ", "0", "120", "-22.520 ", "0", "0", "53.129 ", "0.819 ", "53.632 ", "-53.632 ", "-0.215 ", "-0.215 ", "0", "-0.325 ", "-0.215 ", "-32.179 ", "0", "0"
"2021-01-05 05:00:00", "5", "5", "5.910 ", "0", "105", "-22.520 ", "0", "0", "63.160 ", "0.674 ", "53.849 ", "-53.849 ", "-0.215 ", "-0.215 ", "0", "-0.325 ", "-0.215 ", "-32.310 ", "0", "0"
"2021-01-05 06:00:00", "5", "6", "6.780 ", "0", "90", "-22.520 ", "0", "0", "67.480 ", "0.568 ", "53.564 ", "-53.564 ", "-0.214 ", "-0.214 ", "0", "-0.325 ", "-0.214 ", "-32.138 ", "0", "0"
"2021-01-05 07:00:00", "5", "7", "7.640 ", "0", "75", "-22.520 ", "0", "0", "63.160 ", "0.674 ", "53.283 ", "-53.283 ", "-0.213 ", "-0.213 ", "0", "-0.325 ", "-0.213 ", "-31.970 ", "0", "0"
"2021-01-05 08:00:00", "5", "8", "8.510 ", "0.179 ", "60", "-22.520 ", "0", "0", "53.129 ", "0.819 ", "53.000 ", "-0.131 ", "-0.001 ", "-0.001 ", "0", "-0.325 ", "-0.001 ", "-0.079 ", "0", "0"
"2021-01-05 09:00:00", "5", "9", "10.290 ", "0.698 ", "45", "-22.520 ", "0", "0", "40.782 ", "0.909 ", "52.426 ", "237 ", "0.947 ", "0.947 ", "0.900 ", "0.622 ", "0.947 ", "142 ", "2.168 ", "50.000 "
"2021-01-05 10:00:00", "5", "10", "12.060 ", "0.723 ", "30", "-22.520 ", "0", "0", "27.508 ", "0.959 ", "51.862 ", "319 ", "1.276 ", "1.276 ", "1.212 ", "1.898 ", "1.276 ", "191 ", "53.581 ", "50.000 "
