"Date & time", "Julian day (day)", "Solar hour (h)", "Amb. Temp. (ºC)", "DNI (kW/m²)", "Omega (º)", "Delta (º)", "D1", "D2", "Angle of incidence (º)", "Angle of incidence modifier", "Thermal losses (kW)", "PTC thermal power (kW)", "Row thermal power (MW)", "Row raw energy (MWh)", "Row useful energy (MWh)", "Sum row useful energy (MWh)", "Row net power (MW)", "Solar field net power (MW)", "Thermal storage (MWh)", "Turbine electric power (MW)"
"2021-01-26 10:00:00", "26", "10", "13.700 ", "0.868 ", "30", "-18.772 ", "0", "0", "28.255 ", "0.957 ", "51.345 ", "389 ", "1.557 ", "1.557 ", "1.479 ", "2.629 ", "1.557 ", "234 ", "107 ", "50.000 "
"2021-01-26 11:00:00", "26", "11", "16.370 ", "0.931 ", "15", "-18.772 ", "0", "0", "14.185 ", "0.986 ", "50.513 ", "486 ", "1.944 ", "1.944 ", "1.847 ", "4.573 ", "1.944 ", "292 ", "259 ", "50.000 "
"2021-01-26 12:00:00", "26", "12", "16.690 ", "0.884 ", "0", "-18.772 ", "0", "0", "0", "1", "50.414 ", "482 ", "1.929 ", "1.929 ", "1.833 ", "6.502 ", "1.929 ", "289 ", "408 ", "50.000 "
"2021-01-26 13:00:00", "26", "13", "17.010 ", "0.910 ", "-15", "-18.772 ", "0", "0", "14.185 ", "0.986 ", "50.316 ", "474 ", "1.895 ", "1.895 ", "1.800 ", "8.398 ", "1.895 ", "284 ", "552 ", "50.000 "
"2021-01-26 14:00:00", "26", "14", "17.320 ", "0.831 ", "-30", "-18.772 ", "0", "0", "28.255 ", "0.957 ", "50.221 ", "372 ", "1.486 ", "1.486 ", "1.412 ", "9.884 ", "1.486 ", "223 ", "635 ", "50.000 "
"2021-01-26 15:00:00", "26", "15", "15.930 ", "0.803 ", "-45", "-18.772 ", "0", "0", "42.028 ", "0.902 ", "50.649 ", "274 ", "1.094 ", "1.094 ", "1.040 ", "10.978 ", "1.094 ", "164 ", "660 ", "50.000 "
"2021-01-26 16:00:00", "26", "16", "14.540 ", "0.101 ", "-60", "-18.772 ", "0", "0", "55.080 ", "0.798 ", "51.082 ", "-23.225 ", "-0.093 ", "-0.093 ", "0", "10.885 ", "-0.093 ", "-13.935 ", "520 ", "50.000 "
"2021-01-26 17:00:00", "26", "17", "13.150 ", "0", "-75", "-18.772 ", "0", "0", "66.141 ", "0.605 ", "51.518 ", "-51.518 ", "-0.206 ", "-0.206 ", "0", "10.679 ", "-0.206 ", "-30.911 ", "380 ", "50.000 "
"2021-01-26 18:00:00", "26", "18", "12.320 ", "0", "-90", "-18.772 ", "0", "0", "71.228 ", "0.433 ", "51.780 ", "-51.780 ", "-0.207 ", "-0.207 ", "0", "10.472 ", "-0.207 ", "-31.068 ", "240 ", "50.000 "
"2021-01-26 19:00:00", "26", "19", "11.500 ", "0", "-105", "-18.772 ", "0", "0", "66.141 ", "0.605 ", "52.040 ", "-52.040 ", "-0.208 ", "-0.208 ", "0", "10.264 ", "-0.208 ", "-31.224 ", "99.744 ", "50.000 "
"2021-01-26 20:00:00", "26", "20", "10.680 ", "0", "-120", "-18.772 ", "0", "0", "55.080 ", "0.798 ", "52.301 ", "-52.301 ", "-0.209 ", "-0.209 ", "0", "10.055 ", "-0.209 ", "-31.381 ", "0", "34.902 "
"2021-01-26 21:00:00", "26", "21", "10.500 ", "0", "-135", "-18.772 ", "0", "0", "42.028 ", "0.902 ", "52.359 ", "-52.359 ", "-0.209 ", "-0.209 ", "0", "9.845 ", "-0.209 ", "-31.415 ", "0", "0"
"2021-01-26 22:00:00", "26", "22", "10.330 ", "0", "-150", "-18.772 ", "0", "0", "28.255 ", "0.957 ", "52.414 ", "-52.414 ", "-0.210 ", "-0.210 ", "0", "9.636 ", "-0.210 ", "-31.448 ", "0", "0"
"2021-01-26 23:00:00", "26", "23", "10.150 ", "0", "-165", "-18.772 ", "0", "0", "14.185 ", "0.986 ", "52.471 ", "-52.471 ", "-0.210 ", "-0.210 ", "0", "9.426 ", "-0.210 ", "-31.483 ", "0", "0"
"2021-01-27 00:00:00", "27", "0", "10.460 ", "0", "180", "-18.528 ", "0", "0", "0", "1", "52.372 ", "-52.372 ", "-0.209 ", "-0.209 ", "0", "-0.325 ", "-0.209 ", "-31.423 ", "0", "0"
"2021-01-27 01:00:00", "27", "1", "10.780 ", "0", "165", "-18.528 ", "0", "0", "14.206 ", "0.986 ", "52.270 ", "-52.270 ", "-0.209 ", "-0.209 ", "0", "-0.325 ", "-0.209 ", "-31.362 ", "0", "0"
"2021-01-27 02:00:00", "27", "2", "11.090 ", "0", "150", "-18.528 ", "0", "0", "28.300 ", "0.957 ", "52.171 ", "-52.171 ", "-0.209 ", "-0.209 ", "0", "-0.325 ", "-0.209 ", "-31.302 ", "0", "0"
"2021-01-27 03:00:00", "27", "3", "11.180 ", "0", "135", "-18.528 ", "0", "0", "42.102 ", "0.902 ", "52.142 ", "-52.142 ", "-0.209 ", "-0.209 ", "0", "-0.325 ", "-0.209 ", "-31.285 ", "0", "0"
"2021-01-27 04:00:00", "27", "4", "11.270 ", "0", "120", "-18.528 ", "0", "0", "55.199 ", "0.797 ", "52.113 ", "-52.113 ", "-0.208 ", "-0.208 ", "0", "-0.325 ", "-0.208 ", "-31.268 ", "0", "0"
"2021-01-27 05:00:00", "27", "5", "11.360 ", "0", "105", "-18.528 ", "0", "0", "66.328 ", "0.600 ", "52.084 ", "-52.084 ", "-0.208 ", "-0.208 ", "0", "-0.325 ", "-0.208 ", "-31.251 ", "0", "0"
"2021-01-27 06:00:00", "27", "6", "11.840 ", "0", "90", "-18.528 ", "0", "0", "71.472 ", "0.422 ", "51.932 ", "-51.932 ", "-0.208 ", "-0.208 ", "0", "-0.325 ", "-0.208 ", "-31.159 ", "0", "0"
"2021-01-27 07:00:00", "27", "7", "12.320 ", "0", "75", "-18.528 ", "0", "0", "66.328 ", "0.600 ", "51.780 ", "-51.780 ", "-0.207 ", "-0.207 ", "0", "-0.325 ", "-0.207 ", "-31.068 ", "0", "0"
"2021-01-27 08:00:00", "27", "8", "12.800 ", "0.013 ", "60", "-18.528 ", "0", "0", "55.199 ", "0.797 ", "51.628 ", "-48.032 ", "-0.192 ", "-0.192 ", "0", "-0.325 ", "-0.192 ", "-28.819 ", "0", "0"
"2021-01-27 09:00:00", "27", "9", "13.430 ", "0.778 ", "45", "-18.528 ", "0", "0", "42.102 ", "0.902 ", "51.429 ", "262 ", "1.048 ", "1.048 ", "0.996 ", "0.723 ", "1.048 ", "157 ", "17.238 ", "50.000 "
"2021-01-27 10:00:00", "27", "10", "14.060 ", "0.871 ", "30", "-18.528 ", "0", "0", "28.300 ", "0.957 ", "51.232 ", "391 ", "1.563 ", "1.563 ", "1.485 ", "2.286 ", "1.563 ", "234 ", "112 ", "50.000 "
"2021-01-27 11:00:00", "27", "11", "14.690 ", "0.918 ", "15", "-18.528 ", "0", "0", "14.206 ", "0.986 ", "51.035 ", "478 ", "1.910 ", "1.910 ", "1.815 ", "4.196 ", "1.910 ", "287 ", "258 ", "50.000 "
"2021-01-27 12:00:00", "27", "12", "14.180 ", "0.886 ", "0", "-18.528 ", "0", "0", "0", "1", "51.194 ", "482 ", "1.930 ", "1.930 ", "1.833 ", "6.126 ", "1.930 ", "289 ", "408 ", "50.000 "
"2021-01-27 13:00:00", "27", "13", "13.670 ", "0.894 ", "-15", "-18.528 ", "0", "0", "14.206 ", "0.986 ", "51.354 ", "464 ", "1.855 ", "1.855 ", "1.762 ", "7.981 ", "1.855 ", "278 ", "546 ", "50.000 "
"2021-01-27 14:00:00", "27", "14", "13.160 ", "0.907 ", "-30", "-18.528 ", "0", "0", "28.300 ", "0.957 ", "51.514 ", "409 ", "1.635 ", "1.635 ", "1.553 ", "9.616 ", "1.635 ", "245 ", "651 ", "50.000 "
"2021-01-27 15:00:00", "27", "15", "12.150 ", "0.805 ", "-45", "-18.528 ", "0", "0", "42.102 ", "0.902 ", "51.834 ", "273 ", "1.091 ", "1.091 ", "1.037 ", "10.707 ", "1.091 ", "164 ", "675 ", "50.000 "
"2021-01-27 16:00:00", "27", "16", "11.130 ", "0.647 ", "-60", "-18.528 ", "0", "0", "55.199 ", "0.797 ", "52.158 ", "125 ", "0.500 ", "0.500 ", "0.475 ", "11.207 ", "0.500 ", "74.980 ", "610 ", "50.000 "
"2021-01-27 17:00:00", "27", "17", "10.110 ", "0", "-75", "-18.528 ", "0", "0", "66.328 ", "0.600 ", "52.484 ", "-52.484 ", "-0.210 ", "-0.210 ", "0", "10.997 ", "-0.210 ", "-31.490 ", "470 ", "50.000 "
"2021-01-27 18:00:00", "27", "18", "9.110 ", "0", "-90", "-18.528 ", "0", "0", "71.472 ", "0.422 ", "52.806 ", "-52.806 ", "-0.211 ", "-0.211 ", "0", "10.786 ", "-0.211 ", "-31.684 ", "330 ", "50.000 "
"2021-01-27 19:00:00", "27", "19", "8.120 ", "0", "-105", "-18.528 ", "0", "0", "66.328 ", "0.600 ", "53.127 ", "-53.127 ", "-0.213 ", "-0.213 ", "0", "10.573 ", "-0.213 ", "-31.876 ", "190 ", "50.000 "
"2021-01-27 20:00:00", "27", "20", "7.130 ", "0", "-120", "-18.528 ", "0", "0", "55.199 ", "0.797 ", "53.449 ", "-53.449 ", "-0.214 ", "-0.214 ", "0", "10.359 ", "-0.214 ", "-32.069 ", "50.335 ", "50.000 "
"2021-01-27 21:00:00", "27", "21", "6.520 ", "0", "-135", "-18.528 ", "0", "0", "42.102 ", "0.902 ", "53.649 ", "-53.649 ", "-0.215 ", "-0.215 ", "0", "10.145 ", "-0.215 ", "-32.189 ", "0", "15.712 "
"2021-01-27 22:00:00", "27", "22", "5.920 ", "0", "-150", "-18.528 ", "0", "0", "28.300 ", "0.957 ", "53.846 ", "-53.846 ", "-0.215 ", "-0.215 ", "0", "9.929 ", "-0.215 ", "-32.308 ", "0", "0"
"2021-01-27 23:00:00", "27", "23", "5.310 ", "0", "-165", "-18.528 ", "0", "0", "14.206 ", "0.986 ", "54.047 ", "-54.047 ", "-0.216 ", "-0.216 ", "0", "9.713 ", "-0.216 ", "-32.428 ", "0", "0"
"2021-01-28 00:00:00", "28", "0", "5.230 ", "0", "180", "-18.279 ", "0", "0", "0", "1", "54.074 ", "-54.074 ", "-0.216 ", "-0.216 ", "0", "-0.325 ", "-0.216 ", "-32.444 ", "0", "0"
"2021-01-28 01:00:00", "28", "1", "5.160 ", "0", "165", "-18.279 ", "0", "0", "14.227 ", "0.986 ", "54.097 ", "-54.097 ", "-0.216 ", "-0.216 ", "0", "-0.325 ", "-0.216 ", "-32.458 ", "0", "0"
"2021-01-28 02:00:00", "28", "2", "5.080 ", "0", "150", "-18.279 ", "0", "0", "28.344 ", "0.957 ", "54.123 ", "-54.123 ", "-0.216 ", "-0.216 ", "0", "-0.325 ", "-0.216 ", "-32.474 ", "0", "0"
"2021-01-28 03:00:00", "28", "3", "4.770 ", "0", "135", "-18.279 ", "0", "0", "42.177 ", "0.901 ", "54.226 ", "-54.226 ", "-0.217 ", "-0.217 ", "0", "-0.325 ", "-0.217 ", "-32.536 ", "0", "0"
"2021-01-28 04:00:00", "28", "4", "4.470 ", "0", "120", "-18.279 ", "0", "0", "55.319 ", "0.795 ", "54.325 ", "-54.325 ", "-0.217 ", "-0.217 ", "0", "-0.325 ", "-0.217 ", "-32.595 ", "0", "0"
"2021-01-28 05:00:00", "28", "5", "4.160 ", "0", "105", "-18.279 ", "0", "0", "66.518 ", "0.595 ", "54.429 ", "-54.429 ", "-0.218 ", "-0.218 ", "0", "-0.325 ", "-0.218 ", "-32.657 ", "0", "0"
"2021-01-28 06:00:00", "28", "6", "5.050 ", "0", "90", "-18.279 ", "0", "0", "71.721 ", "0.411 ", "54.133 ", "-54.133 ", "-0.217 ", "-0.217 ", "0", "-0.325 ", "-0.217 ", "-32.480 ", "0", "0"
"2021-01-28 07:00:00", "28", "7", "5.950 ", "0", "75", "-18.279 ", "0", "0", "66.518 ", "0.595 ", "53.836 ", "-53.836 ", "-0.215 ", "-0.215 ", "0", "-0.325 ", "-0.215 ", "-32.302 ", "0", "0"
"2021-01-28 08:00:00", "28", "8", "6.840 ", "0.568 ", "60", "-18.279 ", "0", "0", "55.319 ", "0.795 ", "53.544 ", "101 ", "0.406 ", "0.406 ", "0.385 ", "0.081 ", "0.406 ", "60.836 ", "0", "19.648 "
"2021-01-28 09:00:00", "28", "9", "8.150 ", "0.777 ", "45", "-18.279 ", "0", "0", "42.177 ", "0.901 ", "53.117 ", "260 ", "1.038 ", "1.038 ", "0.986 ", "1.119 ", "1.038 ", "156 ", "15.755 ", "50.000 "
"2021-01-28 10:00:00", "28", "10", "9.450 ", "0.858 ", "30", "-18.279 ", "0", "0", "28.344 ", "0.957 ", "52.696 ", "382 ", "1.530 ", "1.530 ", "1.453 ", "2.648 ", "1.530 ", "229 ", "105 ", "50.000 "
"2021-01-28 11:00:00", "28", "11", "10.760 ", "0.951 ", "15", "-18.279 ", "0", "0", "14.227 ", "0.986 ", "52.276 ", "496 ", "1.982 ", "1.982 ", "1.883 ", "4.631 ", "1.982 ", "297 ", "263 ", "50.000 "
"2021-01-28 12:00:00", "28", "12", "10.450 ", "0.873 ", "0", "-18.279 ", "0", "0", "0", "1", "52.375 ", "473 ", "1.894 ", "1.894 ", "1.799 ", "6.525 ", "1.894 ", "284 ", "407 ", "50.000 "
"2021-01-28 13:00:00", "28", "13", "10.150 ", "0.928 ", "-15", "-18.279 ", "0", "0", "14.227 ", "0.986 ", "52.471 ", "482 ", "1.928 ", "1.928 ", "1.831 ", "8.452 ", "1.928 ", "289 ", "556 ", "50.000 "
"2021-01-28 14:00:00", "28", "14", "9.840 ", "0.532 ", "-30", "-18.279 ", "0", "0", "28.344 ", "0.957 ", "52.571 ", "217 ", "0.869 ", "0.869 ", "0.825 ", "9.321 ", "0.869 ", "130 ", "546 ", "50.000 "
"2021-01-28 15:00:00", "28", "15", "9.370 ", "0.765 ", "-45", "-18.279 ", "0", "0", "42.177 ", "0.901 ", "52.722 ", "255 ", "1.020 ", "1.020 ", "0.969 ", "10.342 ", "1.020 ", "153 ", "559 ", "50.000 "
"2021-01-28 16:00:00", "28", "16", "8.890 ", "0.640 ", "-60", "-18.279 ", "0", "0", "55.319 ", "0.795 ", "52.877 ", "122 ", "0.486 ", "0.486 ", "0.462 ", "10.828 ", "0.486 ", "72.972 ", "492 ", "50.000 "
"2021-01-28 17:00:00", "28", "17", "8.420 ", "0", "-75", "-18.279 ", "0", "0", "66.518 ", "0.595 ", "53.029 ", "-53.029 ", "-0.212 ", "-0.212 ", "0", "10.616 ", "-0.212 ", "-31.818 ", "353 ", "50.000 "
"2021-01-28 18:00:00", "28", "18", "8.510 ", "0", "-90", "-18.279 ", "0", "0", "71.721 ", "0.411 ", "53.000 ", "-53.000 ", "-0.212 ", "-0.212 ", "0", "10.404 ", "-0.212 ", "-31.800 ", "213 ", "50.000 "
"2021-01-28 19:00:00", "28", "19", "8.600 ", "0", "-105", "-18.279 ", "0", "0", "66.518 ", "0.595 ", "52.971 ", "-52.971 ", "-0.212 ", "-0.212 ", "0", "10.192 ", "-0.212 ", "-31.783 ", "72.639 ", "50.000 "
"2021-01-28 20:00:00", "28", "20", "8.700 ", "0", "-120", "-18.279 ", "0", "0", "55.319 ", "0.795 ", "52.939 ", "-52.939 ", "-0.212 ", "-0.212 ", "0", "9.980 ", "-0.212 ", "-31.763 ", "0", "24.209 "
"2021-01-28 21:00:00", "28", "21", "9", "0", "-135", "-18.279 ", "0", "0", "42.177 ", "0.901 ", "52.841 ", "-52.841 ", "-0.211 ", "-0.211 ", "0", "9.769 ", "-0.211 ", "-31.705 ", "0", "0"
"2021-01-28 22:00:00", "28", "22", "9.310 ", "0", "-150", "-18.279 ", "0", "0", "28.344 ", "0.957 ", "52.741 ", "-52.741 ", "-0.211 ", "-0.211 ", "0", "9.558 ", "-0.211 ", "-31.645 ", "0", "0"
"2021-01-28 23:00:00", "28", "23", "9.610 ", "0", "-165", "-18.279 ", "0", "0", "14.227 ", "0.986 ", "52.645 ", "-52.645 ", "-0.211 ", "-0.211 ", "0", "9.347 ", "-0.211 ", "-31.587 ", "0", "0"
"2021-01-29 00:00:00", "29", "0", "10.080 ", "0", "180", "-18.024 ", "0", "0", "0", "1", "52.494 ", "-52.494 ", "-0.210 ", "-0.210 ", "0", "-0.325 ", "-0.210 ", "-31.496 ", "0", "0"
"2021-01-29 01:00:00", "29", "1", "10.540 ", "0", "165", "-18.024 ", "0", "0", "14.248 ", "0.986 ", "52.346 ", "-52.346 ", "-0.209 ", "-0.209 ", "0", "-0.325 ", "-0.209 ", "-31.408 ", "0", "0"
"2021-01-29 02:00:00", "29", "2", "11.010 ", "0", "150", "-18.024 ", "0", "0", "28.390 ", "0.957 ", "52.196 ", "-52.196 ", "-0.209 ", "-0.209 ", "0", "-0.325 ", "-0.209 ", "-31.318 ", "0", "0"
"2021-01-29 03:00:00", "29", "3", "11.100 ", "0", "135", "-18.024 ", "0", "0", "42.253 ", "0.901 ", "52.167 ", "-52.167 ", "-0.209 ", "-0.209 ", "0", "-0.325 ", "-0.209 ", "-31.300 ", "0", "0"
"2021-01-29 04:00:00", "29", "4", "11.180 ", "0", "120", "-18.024 ", "0", "0", "55.440 ", "0.794 ", "52.142 ", "-52.142 ", "-0.209 ", "-0.209 ", "0", "-0.325 ", "-0.209 ", "-31.285 ", "0", "0"
"2021-01-29 05:00:00", "29", "5", "11.270 ", "0", "105", "-18.024 ", "0", "0", "66.712 ", "0.589 ", "52.113 ", "-52.113 ", "-0.208 ", "-0.208 ", "0", "-0.325 ", "-0.208 ", "-31.268 ", "0", "0"
"2021-01-29 06:00:00", "29", "6", "11.180 ", "0", "90", "-18.024 ", "0", "0", "71.976 ", "0.399 ", "52.142 ", "-52.142 ", "-0.209 ", "-0.209 ", "0", "-0.325 ", "-0.209 ", "-31.285 ", "0", "0"
"2021-01-29 07:00:00", "29", "7", "11.100 ", "0", "75", "-18.024 ", "0", "0", "66.712 ", "0.589 ", "52.167 ", "-52.167 ", "-0.209 ", "-0.209 ", "0", "-0.325 ", "-0.209 ", "-31.300 ", "0", "0"
"2021-01-29 08:00:00", "29", "8", "11.010 ", "0.044 ", "60", "-18.024 ", "0", "0", "55.440 ", "0.794 ", "52.196 ", "-40.132 ", "-0.161 ", "-0.161 ", "0", "-0.325 ", "-0.161 ", "-24.079 ", "0", "0"
"2021-01-29 09:00:00", "29", "9", "11.200 ", "0.003 ", "45", "-18.024 ", "0", "0", "42.253 ", "0.901 ", "52.135 ", "-50.882 ", "-0.204 ", "-0.204 ", "0", "-0.325 ", "-0.204 ", "-30.529 ", "0", "0"
"2021-01-29 10:00:00", "29", "10", "11.380 ", "0", "30", "-18.024 ", "0", "0", "28.390 ", "0.957 ", "52.078 ", "-52.078 ", "-0.208 ", "-0.208 ", "0", "-0.325 ", "-0.208 ", "-31.247 ", "0", "0"
"2021-01-29 11:00:00", "29", "11", "11.570 ", "0.035 ", "15", "-18.024 ", "0", "0", "14.248 ", "0.986 ", "52.018 ", "-31.587 ", "-0.126 ", "-0.126 ", "0", "-0.325 ", "-0.126 ", "-18.952 ", "0", "0"
"2021-01-29 12:00:00", "29", "12", "11.320 ", "0.444 ", "0", "-18.024 ", "0", "0", "0", "1", "52.097 ", "215 ", "0.862 ", "0.862 ", "0.819 ", "0.537 ", "0.862 ", "129 ", "0", "46.181 "
"2021-01-29 13:00:00", "29", "13", "11.070 ", "0.506 ", "-15", "-18.024 ", "0", "0", "14.248 ", "0.986 ", "52.177 ", "239 ", "0.958 ", "0.958 ", "0.910 ", "1.495 ", "0.958 ", "144 ", "3.728 ", "50.000 "
"2021-01-29 14:00:00", "29", "14", "10.810 ", "0.835 ", "-30", "-18.024 ", "0", "0", "28.390 ", "0.957 ", "52.260 ", "371 ", "1.484 ", "1.484 ", "1.410 ", "2.979 ", "1.484 ", "223 ", "86.446 ", "50.000 "
"2021-01-29 15:00:00", "29", "15", "9.830 ", "0", "-45", "-18.024 ", "0", "0", "42.253 ", "0.901 ", "52.574 ", "-52.574 ", "-0.210 ", "-0.210 ", "0", "2.769 ", "-0.210 ", "-31.544 ", "0", "29.647 "
"2021-01-29 16:00:00", "29", "16", "8.840 ", "0.415 ", "-60", "-18.024 ", "0", "0", "55.440 ", "0.794 ", "52.893 ", "59.738 ", "0.239 ", "0.239 ", "0.227 ", "3.008 ", "0.239 ", "35.843 ", "0", "10.550 "
"2021-01-29 17:00:00", "29", "17", "7.860 ", "0", "-75", "-18.024 ", "0", "0", "66.712 ", "0.589 ", "53.211 ", "-53.211 ", "-0.213 ", "-0.213 ", "0", "2.795 ", "-0.213 ", "-31.927 ", "0", "0"
"2021-01-29 18:00:00", "29", "18", "7.020 ", "0", "-90", "-18.024 ", "0", "0", "71.976 ", "0.399 ", "53.485 ", "-53.485 ", "-0.214 ", "-0.214 ", "0", "2.581 ", "-0.214 ", "-32.091 ", "0", "0"
"2021-01-29 19:00:00", "29", "19", "6.190 ", "0", "-105", "-18.024 ", "0", "0", "66.712 ", "0.589 ", "53.757 ", "-53.757 ", "-0.215 ", "-0.215 ", "0", "2.366 ", "-0.215 ", "-32.254 ", "0", "0"
"2021-01-29 20:00:00", "29", "20", "5.360 ", "0", "-120", "-18.024 ", "0", "0", "55.440 ", "0.794 ", "54.031 ", "-54.031 ", "-0.216 ", "-0.216 ", "0", "2.150 ", "-0.216 ", "-32.418 ", "0", "0"
"2021-01-29 21:00:00", "29", "21", "4.980 ", "0", "-135", "-18.024 ", "0", "0", "42.253 ", "0.901 ", "54.156 ", "-54.156 ", "-0.217 ", "-0.217 ", "0", "1.933 ", "-0.217 ", "-32.494 ", "0", "0"
"2021-01-29 22:00:00", "29", "22", "4.600 ", "0", "-150", "-18.024 ", "0", "0", "28.390 ", "0.957 ", "54.282 ", "-54.282 ", "-0.217 ", "-0.217 ", "0", "1.716 ", "-0.217 ", "-32.569 ", "0", "0"
"2021-01-29 23:00:00", "29", "23", "4.220 ", "0", "-165", "-18.024 ", "0", "0", "14.248 ", "0.986 ", "54.409 ", "-54.409 ", "-0.218 ", "-0.218 ", "0", "1.498 ", "-0.218 ", "-32.645 ", "0", "0"
"2021-01-30 00:00:00", "30", "0", "3.950 ", "0", "180", "-17.763 ", "0", "0", "0", "1", "54.498 ", "-54.498 ", "-0.218 ", "-0.218 ", "0", "-0.325 ", "-0.218 ", "-32.699 ", "0", "0"
"2021-01-30 01:00:00", "30", "1", "3.670 ", "0", "165", "-17.763 ", "0", "0", "14.269 ", "0.986 ", "54.592 ", "-54.592 ", "-0.218 ", "-0.218 ", "0", "-0.325 ", "-0.218 ", "-32.755 ", "0", "0"
"2021-01-30 02:00:00", "30", "2", "3.400 ", "0", "150", "-17.763 ", "0", "0", "28.435 ", "0.957 ", "54.682 ", "-54.682 ", "-0.219 ", "-0.219 ", "0", "-0.325 ", "-0.219 ", "-32.809 ", "0", "0"
"2021-01-30 03:00:00", "30", "3", "3.100 ", "0", "135", "-17.763 ", "0", "0", "42.330 ", "0.901 ", "54.782 ", "-54.782 ", "-0.219 ", "-0.219 ", "0", "-0.325 ", "-0.219 ", "-32.869 ", "0", "0"
"2021-01-30 04:00:00", "30", "4", "2.800 ", "0", "120", "-17.763 ", "0", "0", "55.562 ", "0.792 ", "54.883 ", "-54.883 ", "-0.220 ", "-0.220 ", "0", "-0.325 ", "-0.220 ", "-32.930 ", "0", "0"
"2021-01-30 05:00:00", "30", "5", "2.500 ", "0", "105", "-17.763 ", "0", "0", "66.908 ", "0.584 ", "54.984 ", "-54.984 ", "-0.220 ", "-0.220 ", "0", "-0.325 ", "-0.220 ", "-32.990 ", "0", "0"
"2021-01-30 06:00:00", "30", "6", "3.810 ", "0", "90", "-17.763 ", "0", "0", "72.237 ", "0.387 ", "54.545 ", "-54.545 ", "-0.218 ", "-0.218 ", "0", "-0.325 ", "-0.218 ", "-32.727 ", "0", "0"
"2021-01-30 07:00:00", "30", "7", "5.120 ", "0", "75", "-17.763 ", "0", "0", "66.908 ", "0.584 ", "54.110 ", "-54.110 ", "-0.216 ", "-0.216 ", "0", "-0.325 ", "-0.216 ", "-32.466 ", "0", "0"
"2021-01-30 08:00:00", "30", "8", "6.430 ", "0.593 ", "60", "-17.763 ", "0", "0", "55.562 ", "0.792 ", "53.678 ", "106 ", "0.426 ", "0.426 ", "0.405 ", "0.101 ", "0.426 ", "63.900 ", "0", "20.821 "
"2021-01-30 09:00:00", "30", "9", "7.980 ", "0.809 ", "45", "-17.763 ", "0", "0", "42.330 ", "0.901 ", "53.172 ", "271 ", "1.085 ", "1.085 ", "1.031 ", "1.186 ", "1.085 ", "163 ", "22.797 ", "50.000 "
"2021-01-30 10:00:00", "30", "10", "9.540 ", "0.905 ", "30", "-17.763 ", "0", "0", "28.435 ", "0.957 ", "52.667 ", "406 ", "1.623 ", "1.623 ", "1.542 ", "2.809 ", "1.623 ", "243 ", "126 ", "50.000 "
"2021-01-30 11:00:00", "30", "11", "11.090 ", "0.937 ", "15", "-17.763 ", "0", "0", "14.269 ", "0.986 ", "52.171 ", "487 ", "1.949 ", "1.949 ", "1.851 ", "4.758 ", "1.949 ", "292 ", "279 ", "50.000 "
"2021-01-30 12:00:00", "30", "12", "11.220 ", "0.922 ", "0", "-17.763 ", "0", "0", "0", "1", "52.129 ", "503 ", "2.014 ", "2.014 ", "1.913 ", "6.772 ", "2.014 ", "302 ", "441 ", "50.000 "
"2021-01-30 13:00:00", "30", "13", "11.350 ", "0.915 ", "-15", "-17.763 ", "0", "0", "14.269 ", "0.986 ", "52.088 ", "475 ", "1.898 ", "1.898 ", "1.804 ", "8.670 ", "1.898 ", "285 ", "586 ", "50.000 "
"2021-01-30 14:00:00", "30", "14", "11.470 ", "0.929 ", "-30", "-17.763 ", "0", "0", "28.435 ", "0.957 ", "52.049 ", "419 ", "1.675 ", "1.675 ", "1.592 ", "10.345 ", "1.675 ", "251 ", "697 ", "50.000 "
"2021-01-30 15:00:00", "30", "15", "10.390 ", "0.812 ", "-45", "-17.763 ", "0", "0", "42.330 ", "0.901 ", "52.394 ", "273 ", "1.093 ", "1.093 ", "1.038 ", "11.438 ", "1.093 ", "164 ", "721 ", "50.000 "
"2021-01-30 16:00:00", "30", "16", "9.300 ", "0.593 ", "-60", "-17.763 ", "0", "0", "55.562 ", "0.792 ", "52.745 ", "107 ", "0.429 ", "0.429 ", "0.408 ", "11.867 ", "0.429 ", "64.408 ", "645 ", "50.000 "
"2021-01-30 17:00:00", "30", "17", "8.210 ", "0", "-75", "-17.763 ", "0", "0", "66.908 ", "0.584 ", "53.097 ", "-53.097 ", "-0.212 ", "-0.212 ", "0", "11.655 ", "-0.212 ", "-31.858 ", "505 ", "50.000 "
"2021-01-30 18:00:00", "30", "18", "6.960 ", "0", "-90", "-17.763 ", "0", "0", "72.237 ", "0.387 ", "53.505 ", "-53.505 ", "-0.214 ", "-0.214 ", "0", "11.441 ", "-0.214 ", "-32.103 ", "365 ", "50.000 "
"2021-01-30 19:00:00", "30", "19", "5.710 ", "0", "-105", "-17.763 ", "0", "0", "66.908 ", "0.584 ", "53.915 ", "-53.915 ", "-0.216 ", "-0.216 ", "0", "11.225 ", "-0.216 ", "-32.349 ", "225 ", "50.000 "
"2021-01-30 20:00:00", "30", "20", "4.460 ", "0", "-120", "-17.763 ", "0", "0", "55.562 ", "0.792 ", "54.329 ", "-54.329 ", "-0.217 ", "-0.217 ", "0", "11.008 ", "-0.217 ", "-32.597 ", "85.506 ", "50.000 "
